"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"90",2020-10-30,"NH","B",482,NA,0,NA,777,777,30,2,254,NA,327812,72,NA,NA,NA,NA,NA,10884,10884,116,0,NA,NA,NA,NA,NA,9186,NA,0,609924,7194,33004,NA,32135,NA,338696,188,609924,7194
"91",2020-10-30,"NJ","A",16339,14546,7,1793,37613,37613,1058,64,NA,221,4337984,0,NA,NA,NA,NA,79,236523,236523,1976,0,NA,NA,NA,NA,NA,37016,NA,0,4574507,1976,NA,NA,NA,NA,NA,0,4572531,0
"92",2020-10-30,"NM","B",1007,NA,13,NA,4553,4553,334,61,NA,NA,1115978,7697,NA,NA,NA,NA,NA,45909,45909,1005,0,NA,NA,NA,NA,NA,21491,NA,0,1161887,8702,NA,NA,NA,NA,NA,0,1161887,8702
"93",2020-10-30,"NV","A+",1777,NA,8,NA,NA,NA,594,0,NA,163,703799,3735,NA,NA,NA,NA,56,99786,99786,1232,0,NA,NA,NA,NA,NA,NA,1242709,11597,1242709,11597,NA,NA,NA,NA,803585,4967,1154583,0
"94",2020-10-30,"NY","B",25804,NA,12,NA,89995,89995,1085,0,NA,243,13885325,144630,NA,NA,NA,NA,116,505431,505431,2255,0,NA,NA,NA,NA,NA,79621,14390756,146885,14390756,146885,NA,NA,NA,NA,NA,0,NA,0
"95",2020-10-30,"OH","A+",5291,4979,16,312,18969,18969,1629,169,3841,427,4201154,45001,NA,NA,NA,NA,226,212782,200609,3845,0,NA,NA,NA,NA,NA,167035,NA,0,4413936,48846,NA,NA,NA,NA,NA,0,4401763,48746
"96",2020-10-30,"OK","A+",1326,NA,20,NA,8778,8778,865,90,NA,301,1480280,14288,NA,NA,1480280,NA,NA,121495,121495,1302,0,4814,NA,NA,NA,134069,105137,NA,0,1601775,15590,87553,NA,NA,NA,NA,0,1618126,16350
"97",2020-10-30,"OR","A+",675,NA,2,NA,3204,3204,211,34,NA,61,810549,5547,NA,NA,810549,NA,23,44389,42136,596,0,NA,NA,NA,NA,NA,5870,NA,0,854938,6143,NA,NA,NA,NA,852685,6118,NA,0
"98",2020-10-30,"PA","A+",8784,NA,22,NA,NA,NA,1253,0,NA,NA,2297983,15155,NA,NA,NA,NA,131,205517,195944,2641,0,NA,NA,NA,NA,NA,156192,NA,0,2503500,17796,NA,NA,NA,NA,2493927,17488,4006017,41245
"99",2020-10-30,"PR","B",820,626,6,194,NA,NA,452,0,NA,60,305972,0,NA,NA,303412,NA,38,33853,33853,574,0,31890,NA,NA,NA,7002,28912,NA,0,339825,574,NA,NA,NA,NA,NA,0,310546,0
"100",2020-10-30,"RI","A+",1201,NA,6,NA,3309,3309,152,37,NA,15,400002,2974,NA,NA,1080659,NA,9,32874,32874,562,0,NA,NA,NA,NA,43648,2763,1124307,17925,1124307,17925,NA,NA,NA,NA,432876,3536,NA,0
"101",2020-10-30,"SC","A+",3896,3653,7,243,10452,10452,777,48,NA,196,1612766,13615,71021,NA,1560716,NA,93,175594,167057,1003,0,8901,16388,NA,NA,219107,90215,NA,0,1788360,14618,79922,112467,NA,NA,NA,0,1779823,14328
"102",2020-10-30,"SD","A",415,NA,12,NA,2660,2660,403,58,NA,NA,212097,1583,NA,NA,NA,NA,NA,44559,42896,1559,0,NA,NA,NA,NA,NA,30624,NA,0,256656,3142,NA,NA,NA,NA,256656,3142,426219,6606
"103",2020-10-30,"TN","A+",3341,3156,78,185,10264,10264,1388,56,NA,428,3402601,21838,NA,NA,3352692,NA,171,259488,244886,2608,0,NA,13945,NA,NA,294795,229669,NA,0,3662089,24446,NA,114176,NA,NA,NA,0,3647487,24149
"104",2020-10-30,"TX","A",17934,NA,115,NA,NA,NA,5627,0,NA,1606,7186561,68269,NA,NA,NA,NA,NA,893451,893451,6631,0,46737,27030,NA,NA,NA,776580,NA,0,8080012,74900,480444,321660,NA,NA,NA,0,8080012,74900
"105",2020-10-30,"UT","A+",601,NA,3,NA,5395,5395,338,76,1117,133,926583,7351,NA,NA,1259856,432,NA,112932,112932,2292,0,NA,5259,NA,5039,117637,82752,NA,0,1377493,15541,NA,85947,NA,39068,1034569,9212,1377493,15541
"106",2020-10-30,"VA","A+",3643,3391,7,252,20994,20994,1065,80,NA,231,2440113,21692,NA,NA,NA,NA,107,179639,166551,1456,0,NA,NA,NA,NA,198437,19929,2606664,22859,2606664,22859,NA,NA,NA,NA,NA,0,NA,0
"107",2020-10-30,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,22857,265,NA,NA,NA,NA,NA,1362,NA,9,0,NA,NA,NA,NA,NA,1315,NA,0,24219,274,NA,NA,NA,NA,NA,0,24247,276
"108",2020-10-30,"VT","B",58,58,0,NA,NA,NA,4,0,NA,2,186528,567,NA,NA,NA,NA,NA,2155,2155,14,0,NA,NA,NA,NA,NA,1789,NA,0,403053,4944,NA,NA,NA,NA,188683,581,403053,4944
"109",2020-10-30,"WA","B",2359,2359,6,NA,8467,8467,315,84,NA,NA,2299795,21206,NA,NA,NA,NA,46,105557,105557,814,0,NA,NA,NA,NA,NA,NA,2405352,22020,2405352,22020,NA,NA,NA,NA,NA,0,NA,0
"110",2020-10-30,"WI","A+",2029,1972,26,57,11145,11145,1546,142,1463,350,1817061,13596,NA,NA,NA,NA,NA,232062,220092,5357,0,NA,NA,NA,NA,NA,171252,3235669,37568,3235669,37568,NA,NA,NA,NA,2037153,18692,NA,0
"111",2020-10-30,"WV","B",451,446,8,5,NA,NA,240,0,NA,75,745312,9132,NA,NA,NA,NA,27,23990,22188,524,0,NA,NA,NA,NA,NA,18552,NA,0,769302,9656,19104,NA,NA,NA,NA,0,767500,9577
"112",2020-10-30,"WY","B",87,NA,0,NA,440,440,120,6,NA,NA,116955,0,NA,NA,269003,NA,NA,13028,11020,521,0,NA,NA,NA,NA,14117,8455,NA,0,283120,3685,NA,NA,NA,NA,127544,0,283120,3685
"113",2020-10-29,"AK","A",77,77,6,NA,442,442,89,8,NA,NA,569787,3319,NA,NA,570308,NA,6,14481,NA,350,0,NA,NA,NA,NA,13641,7094,NA,0,584268,3669,NA,NA,NA,NA,NA,0,584268,3669
"114",2020-10-29,"AL","A",2914,2718,3,196,20246,20246,1013,130,2056,NA,1165898,5972,NA,NA,NA,1183,NA,189149,161537,1443,0,NA,NA,NA,NA,NA,81005,NA,0,1327435,7129,NA,NA,64185,NA,NA,0,1327435,7129
"115",2020-10-29,"AR","A+",1894,1732,19,162,6967,6967,647,47,NA,226,1223702,11511,NA,NA,1223702,829,95,109712,101588,1072,0,NA,3300,NA,9092,NA,98340,NA,0,1325290,12348,NA,21856,NA,56296,NA,0,1325290,12348
"116",2020-10-29,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"117",2020-10-29,"AZ","A+",5918,5626,13,292,21260,21260,874,13,NA,186,1508827,13013,NA,NA,NA,NA,95,242480,236835,1315,0,NA,NA,NA,NA,NA,40697,NA,0,1745662,14215,318101,NA,NA,NA,1745662,14215,NA,0
"118",2020-10-29,"CA","B",17541,NA,66,NA,NA,NA,3083,0,NA,768,17410867,95984,NA,NA,NA,NA,NA,912904,912904,4191,0,NA,NA,NA,NA,NA,NA,NA,0,18323771,100175,NA,NA,NA,NA,NA,0,18323771,100175
"119",2020-10-29,"CO","A",2095,NA,1,NA,8943,8943,742,89,NA,NA,1101195,9545,169651,NA,NA,NA,NA,102014,95107,1806,0,13404,NA,NA,NA,NA,7798,1936408,25425,1936408,25425,183055,NA,NA,NA,1196302,11259,NA,0
"120",2020-10-29,"CT","B",4609,3702,5,907,12257,12257,321,0,NA,NA,2187446,21200,NA,NA,NA,NA,NA,70446,66896,1319,0,NA,NA,NA,NA,NA,9800,NA,0,2257892,22519,NA,NA,NA,NA,NA,0,2254342,21739
"121",2020-10-29,"DC","A+",645,NA,1,NA,NA,NA,102,0,NA,28,492790,4356,NA,NA,NA,NA,9,17074,NA,101,0,NA,NA,NA,NA,NA,13325,509864,4457,509864,4457,NA,NA,NA,NA,253947,1427,NA,0
"122",2020-10-29,"DE","A+",689,608,1,81,NA,NA,99,0,NA,22,321870,1323,NA,NA,NA,NA,NA,24553,23405,161,0,NA,NA,NA,NA,26597,13008,546837,2057,546837,2057,NA,NA,NA,NA,346423,1484,NA,0
"123",2020-10-29,"FL","A",16854,16854,79,NA,49580,49580,2347,291,NA,NA,5284167,34210,515517,501250,7814747,NA,NA,784331,751557,4111,0,58365,NA,56856,NA,1021507,NA,9855604,81412,9855604,81412,574229,NA,558367,NA,6068498,38321,8882061,65632
"124",2020-10-29,"GA","A+",7923,NA,47,NA,31516,31516,1777,146,5927,NA,3159314,18932,NA,NA,3182846,NA,NA,356848,356848,1823,0,29569,NA,NA,NA,333316,NA,NA,0,3516162,20755,329039,NA,NA,NA,NA,0,3516162,20755
"125",2020-10-29,"GU","A",78,NA,1,NA,NA,NA,85,0,NA,14,61836,638,NA,NA,NA,NA,5,4549,4504,83,0,6,45,NA,NA,NA,2636,NA,0,66385,721,204,402,NA,NA,NA,0,65981,626
"126",2020-10-29,"HI","B",213,NA,-2,NA,1081,1081,61,8,NA,15,295153,0,NA,NA,NA,NA,12,15039,14834,61,0,NA,NA,NA,NA,14776,11605,517005,4393,517005,4393,NA,NA,NA,NA,308090,0,NA,0
"127",2020-10-29,"IA","A+",1693,NA,11,NA,NA,NA,605,0,NA,135,763882,3562,NA,62691,NA,NA,56,114982,114982,1940,0,NA,NA,3831,7349,NA,91449,NA,0,878864,5502,NA,NA,66562,77568,880527,5507,NA,0
"128",2020-10-29,"ID","A",599,555,14,44,2514,2514,286,31,546,72,324021,2160,NA,NA,NA,NA,NA,61785,54193,862,0,NA,NA,NA,NA,NA,28890,NA,0,378214,2814,NA,NA,NA,NA,378214,2814,511141,3862
"129",2020-10-29,"IL","A",9945,9675,56,270,NA,NA,3030,0,NA,643,7146640,76693,NA,NA,NA,NA,269,400171,395458,6363,0,NA,NA,NA,NA,NA,NA,NA,0,7546811,83056,NA,NA,NA,NA,NA,0,7542098,83056
"130",2020-10-29,"IN","A+",4260,4024,33,236,16469,16469,1733,196,3204,508,1498363,10385,NA,NA,NA,NA,159,172730,NA,3618,0,NA,NA,NA,NA,166440,119664,NA,0,2822852,39104,NA,NA,NA,NA,1671093,14003,2822852,39104
"131",2020-10-29,"KS","A+",1007,NA,0,NA,3752,3752,432,0,1043,120,550988,0,NA,NA,NA,318,40,82045,NA,0,0,NA,NA,NA,NA,NA,2604,NA,0,633033,0,NA,NA,NA,NA,633033,0,NA,0
"132",2020-10-29,"KY","B",1461,1440,19,21,7069,7069,969,61,1710,234,1754148,8356,NA,NA,NA,NA,NA,103305,86953,1811,0,NA,NA,NA,NA,NA,18277,NA,0,1841101,9732,85899,60572,NA,NA,NA,0,1841101,9732
"133",2020-10-29,"LA","A",5908,5694,18,214,NA,NA,612,0,NA,NA,2565581,13002,NA,NA,NA,NA,79,186216,181837,394,0,NA,NA,NA,NA,NA,168634,NA,0,2751797,13396,NA,NA,NA,NA,2747418,13396,NA,0
"134",2020-10-29,"MA","A+",9951,9727,27,224,13235,13235,561,22,NA,99,2551212,17090,NA,NA,NA,NA,49,155564,151741,1346,0,NA,NA,NA,NA,196751,127054,NA,0,5931323,65752,NA,NA,126754,183029,2702953,18333,5931323,65752
"135",2020-10-29,"MD","A",4127,3980,12,147,16971,16971,502,61,NA,120,1773461,9934,NA,134409,NA,NA,NA,143387,143387,962,0,NA,NA,13664,NA,172797,8144,NA,0,3361281,27719,NA,NA,148073,NA,1916848,10896,3361281,27719
"136",2020-10-29,"ME","A+",146,145,0,1,483,483,15,-1,NA,5,605445,8529,10158,NA,603720,NA,2,6467,5749,80,0,350,NA,NA,NA,7116,5462,NA,0,611912,8609,10520,NA,NA,NA,NA,0,611194,8608
"137",2020-10-29,"MI","A+",7653,7298,47,355,NA,NA,1332,0,NA,320,4610674,48606,NA,NA,4610674,NA,153,190043,171220,4109,0,NA,NA,NA,NA,229615,114939,NA,0,4800717,52715,327051,NA,NA,NA,NA,0,4840289,107564
"138",2020-10-29,"MN","A",2419,2404,32,15,9991,9991,867,136,2642,173,1678084,16024,NA,NA,NA,NA,NA,142311,141789,2867,0,NA,NA,NA,NA,NA,124379,2742869,29792,2742869,29792,NA,27581,NA,NA,1819873,18869,NA,0
"139",2020-10-29,"MO","A+",2899,NA,29,NA,NA,NA,1490,0,NA,464,1312924,6320,81442,71709,2267061,NA,179,177693,177693,3061,0,5422,6661,3618,NA,202697,NA,NA,0,2474396,19969,87067,37742,83145,26900,1490617,9381,2474396,19969
"140",2020-10-29,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15993,0,NA,NA,NA,NA,NA,92,92,0,0,NA,NA,NA,NA,NA,29,NA,0,16085,0,NA,NA,NA,NA,16085,0,22633,0
"141",2020-10-29,"MS","A+",3310,2985,8,325,6576,6576,699,0,NA,176,804264,40277,NA,NA,NA,NA,68,118587,103844,970,0,95,NA,NA,NA,NA,101385,NA,0,922851,41247,44238,94219,NA,NA,NA,0,908108,40907
"142",2020-10-29,"MT","B",337,NA,12,NA,1312,1312,373,14,NA,NA,456754,2250,NA,NA,NA,NA,NA,30853,30853,887,0,NA,NA,NA,NA,NA,20042,NA,0,487607,3137,NA,NA,NA,NA,NA,0,487607,3137
"143",2020-10-29,"NC","A+",4283,4210,38,73,NA,NA,1181,0,NA,340,3692322,35416,NA,NA,NA,NA,NA,269021,258319,2885,0,NA,NA,NA,NA,NA,231611,NA,0,3961343,38301,NA,27145,NA,NA,NA,0,3950641,38042
"144",2020-10-29,"ND","B",382,377,4,5,1547,1547,287,28,308,41,248390,773,10140,NA,NA,NA,NA,41130,41130,1223,0,664,NA,NA,NA,NA,33860,812012,7845,812012,7845,10804,NA,NA,NA,289520,1996,845567,8450
"145",2020-10-29,"NE","A",628,NA,8,NA,2950,2950,483,45,NA,NA,514184,2537,NA,NA,825406,NA,NA,66545,66545,1169,0,NA,NA,NA,NA,78673,42850,NA,0,905290,10905,NA,NA,NA,NA,581042,3704,905290,10905
"146",2020-10-29,"NH","B",482,NA,4,NA,775,775,30,0,253,NA,327740,2318,NA,NA,NA,NA,NA,10768,10768,127,0,NA,NA,NA,NA,NA,9180,NA,0,602730,7023,32973,NA,32108,NA,338508,2445,602730,7023
"147",2020-10-29,"NJ","A",16332,14539,8,1793,37549,37549,1072,64,NA,217,4337984,47370,NA,NA,NA,NA,79,234547,234547,1550,0,NA,NA,NA,NA,NA,36849,NA,0,4572531,48920,NA,NA,NA,NA,NA,0,4572531,48920
"148",2020-10-29,"NM","B",994,NA,3,NA,4492,4492,323,63,NA,NA,1108281,10921,NA,NA,NA,NA,NA,44904,44904,1078,0,NA,NA,NA,NA,NA,21389,NA,0,1153185,11999,NA,NA,NA,NA,NA,0,1153185,11999
"149",2020-10-29,"NV","A+",1769,NA,3,NA,NA,NA,594,0,NA,162,700064,-707,NA,NA,NA,NA,64,98554,98554,1075,0,NA,NA,NA,NA,NA,NA,1231112,3423,1231112,3423,NA,NA,NA,NA,798618,368,1154583,0
"150",2020-10-29,"NY","B",25792,NA,19,NA,89995,89995,1085,0,NA,237,13740695,165854,NA,NA,NA,NA,114,503176,503176,2499,0,NA,NA,NA,NA,NA,79501,14243871,168353,14243871,168353,NA,NA,NA,NA,NA,0,NA,0
"151",2020-10-29,"OH","A+",5275,4963,19,312,18800,18800,1536,194,3816,416,4156153,47463,NA,NA,NA,NA,226,208937,196864,3590,0,NA,NA,NA,NA,NA,165302,NA,0,4365090,51053,NA,NA,NA,NA,NA,0,4353017,50876
"152",2020-10-29,"OK","A+",1306,NA,20,NA,8688,8688,874,79,NA,305,1465992,9278,NA,NA,1465992,NA,NA,120193,120193,1041,0,4814,NA,NA,NA,132701,103919,NA,0,1586185,10319,87553,NA,NA,NA,NA,0,1601776,11154
"153",2020-10-29,"OR","A+",673,NA,2,NA,3170,3170,235,36,NA,62,805002,7181,NA,NA,805002,NA,23,43793,41565,565,0,NA,NA,NA,NA,NA,5870,NA,0,848795,7746,NA,NA,NA,NA,846567,7713,NA,0
"154",2020-10-29,"PA","A+",8762,NA,44,NA,NA,NA,1229,0,NA,NA,2282828,13582,NA,NA,NA,NA,127,202876,193611,2202,0,NA,NA,NA,NA,NA,156214,NA,0,2485704,15784,NA,NA,NA,NA,2476439,15547,3964772,34862
"155",2020-10-29,"PR","B",814,621,1,193,NA,NA,425,0,NA,63,305972,0,NA,NA,303412,NA,39,33279,33279,752,0,31519,NA,NA,NA,7002,28439,NA,0,339251,752,NA,NA,NA,NA,NA,0,310546,0
"156",2020-10-29,"RI","A+",1195,NA,3,NA,3272,3272,139,16,NA,16,397028,2617,NA,NA,1063344,NA,9,32312,32312,368,0,NA,NA,NA,NA,43038,2741,1106382,14394,1106382,14394,NA,NA,NA,NA,429340,2985,NA,0
"157",2020-10-29,"SC","A+",3889,3645,13,244,10404,10404,800,59,NA,202,1599151,18861,70886,NA,1547512,NA,97,174591,166344,1100,0,8874,16203,NA,NA,217983,89472,NA,0,1773742,19961,79760,109636,NA,NA,NA,0,1765495,19728
"158",2020-10-29,"SD","A",403,NA,19,NA,2602,2602,413,57,NA,NA,210514,1218,NA,NA,NA,NA,NA,43000,41507,1000,0,NA,NA,NA,NA,NA,30135,NA,0,253514,2218,NA,NA,NA,NA,253514,2218,419613,3924
"159",2020-10-29,"TN","A+",3263,3087,22,176,10208,10208,1529,68,NA,432,3380763,26370,NA,NA,3331097,NA,173,256880,242575,2660,0,NA,13624,NA,NA,292241,227271,NA,0,3637643,29030,NA,109678,NA,NA,NA,0,3623338,28747
"160",2020-10-29,"TX","A",17819,NA,119,NA,NA,NA,5587,0,NA,1599,7118292,64809,NA,NA,NA,NA,NA,886820,886820,6826,0,46323,25811,NA,NA,NA,772350,NA,0,8005112,71635,476253,301566,NA,NA,NA,0,8005112,71635
"161",2020-10-29,"UT","A+",598,NA,10,NA,5319,5319,338,72,1112,123,919232,8073,NA,NA,1246283,430,NA,110640,110640,1837,0,NA,5051,NA,4836,115669,81403,NA,0,1361952,14983,NA,82886,NA,37934,1025357,9973,1361952,14983
"162",2020-10-29,"VA","A+",3636,3384,20,252,20914,20914,1082,60,NA,249,2418421,19416,NA,NA,NA,NA,108,178183,165384,1429,0,NA,NA,NA,NA,196941,19832,2583805,20492,2583805,20492,NA,NA,NA,NA,NA,0,NA,0
"163",2020-10-29,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,22592,0,NA,NA,NA,NA,NA,1353,NA,0,0,NA,NA,NA,NA,NA,1311,NA,0,23945,0,NA,NA,NA,NA,NA,0,23971,0
"164",2020-10-29,"VT","B",58,58,0,NA,NA,NA,6,0,NA,2,185961,1044,NA,NA,NA,NA,NA,2141,2141,21,0,NA,NA,NA,NA,NA,1778,NA,0,398109,2538,NA,NA,NA,NA,188102,1065,398109,2538
"165",2020-10-29,"WA","B",2353,2353,16,NA,8383,8383,332,25,NA,NA,2278589,20021,NA,NA,NA,NA,40,104743,104743,716,0,NA,NA,NA,NA,NA,NA,2383332,20737,2383332,20737,NA,NA,NA,NA,NA,0,NA,0
"166",2020-10-29,"WI","A+",2003,1948,60,55,11003,11003,1453,193,1465,330,1803465,8304,NA,NA,NA,NA,NA,226705,214996,5146,0,NA,NA,NA,NA,NA,168117,3198101,37721,3198101,37721,NA,NA,NA,NA,2018461,13174,NA,0
"167",2020-10-29,"WV","B",443,438,7,5,NA,NA,238,0,NA,84,736180,10285,NA,NA,NA,NA,28,23466,21743,402,0,NA,NA,NA,NA,NA,18276,NA,0,759646,10687,19062,NA,NA,NA,NA,0,757923,10619
"168",2020-10-29,"WY","B",87,NA,10,NA,434,434,109,13,NA,NA,116955,3269,NA,NA,265691,NA,NA,12507,10589,361,0,NA,NA,NA,NA,13744,8236,NA,0,279435,4153,NA,NA,NA,NA,127544,4940,279435,4153
"169",2020-10-28,"AK","A",71,71,1,NA,434,434,80,9,NA,NA,566468,2818,NA,NA,566887,NA,8,14131,NA,352,0,NA,NA,NA,NA,13393,7067,NA,0,580599,3170,NA,NA,NA,NA,NA,0,580599,3170
"170",2020-10-28,"AL","A",2911,2713,19,198,20116,20116,1013,142,2049,NA,1159926,6478,NA,NA,NA,1176,NA,187706,160380,1269,0,NA,NA,NA,NA,NA,74439,NA,0,1320306,7419,NA,NA,63860,NA,NA,0,1320306,7419
"171",2020-10-28,"AR","A+",1875,1714,18,161,6920,6920,644,79,NA,228,1212191,9016,NA,NA,1212191,825,94,108640,100751,961,0,NA,3300,NA,8792,NA,97450,NA,0,1312942,9706,NA,21856,NA,53975,NA,0,1312942,9706
"172",2020-10-28,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"173",2020-10-28,"AZ","A+",5905,5614,14,291,21247,21247,871,75,NA,188,1495814,5774,NA,NA,NA,NA,94,241165,235633,1043,0,NA,NA,NA,NA,NA,40426,NA,0,1731447,6800,316805,NA,NA,NA,1731447,6800,NA,0
"174",2020-10-28,"CA","B",17475,NA,75,NA,NA,NA,2998,0,NA,770,17314883,92032,NA,NA,NA,NA,NA,908713,908713,4515,0,NA,NA,NA,NA,NA,NA,NA,0,18223596,96547,NA,NA,NA,NA,NA,0,18223596,96547
"175",2020-10-28,"CO","A",2094,NA,12,NA,8854,8854,721,76,NA,NA,1091650,6629,169104,NA,NA,NA,NA,100208,93393,1475,0,13307,NA,NA,NA,NA,7724,1910983,18034,1910983,18034,182411,NA,NA,NA,1185043,7999,NA,0
"176",2020-10-28,"CT","B",4604,3697,9,907,12257,12257,309,0,NA,NA,2166246,13849,NA,NA,NA,NA,NA,69127,66357,490,0,NA,NA,NA,NA,NA,9800,NA,0,2235373,14339,NA,NA,NA,NA,NA,0,2232603,14305
"177",2020-10-28,"DC","A+",644,NA,0,NA,NA,NA,101,0,NA,25,488434,2802,NA,NA,NA,NA,8,16973,NA,67,0,NA,NA,NA,NA,NA,13276,505407,2869,505407,2869,NA,NA,NA,NA,252520,988,NA,0
"178",2020-10-28,"DE","A+",688,607,2,81,NA,NA,92,0,NA,22,320547,1655,NA,NA,NA,NA,NA,24392,23251,143,0,NA,NA,NA,NA,26499,12934,544780,2058,544780,2058,NA,NA,NA,NA,344939,1798,NA,0
"179",2020-10-28,"FL","A",16775,16775,66,NA,49289,49289,2340,212,NA,NA,5249957,34534,515517,501250,7754583,NA,NA,780220,748577,4005,0,58365,NA,56856,NA,1016138,NA,9774192,70701,9774192,70701,574229,NA,558367,NA,6030177,38539,8816429,57282
"180",2020-10-28,"GA","A+",7876,NA,32,NA,31370,31370,1779,114,5888,NA,3140382,18863,NA,NA,3163636,NA,NA,355025,355025,1653,0,29355,NA,NA,NA,331771,NA,NA,0,3495407,20516,327806,NA,NA,NA,NA,0,3495407,20516
"181",2020-10-28,"GU","A",77,NA,2,NA,NA,NA,86,0,NA,13,61198,571,NA,NA,NA,NA,6,4466,4432,48,0,6,34,NA,NA,NA,2618,NA,0,65664,619,204,307,NA,NA,NA,0,65355,619
"182",2020-10-28,"HI","B",215,NA,3,NA,1073,1073,61,6,NA,15,295153,0,NA,NA,NA,NA,12,14978,14773,64,0,NA,NA,NA,NA,14717,11523,512612,4122,512612,4122,NA,NA,NA,NA,308090,0,NA,0
"183",2020-10-28,"IA","A+",1682,NA,21,NA,NA,NA,596,0,NA,136,760320,2561,NA,62495,NA,NA,51,113042,113042,1781,0,NA,NA,3807,6949,NA,90532,NA,0,873362,4342,NA,NA,66342,75535,875020,4341,NA,0
"184",2020-10-28,"ID","A",585,541,5,44,2483,2483,272,36,542,75,321861,1370,NA,NA,NA,NA,NA,60923,53539,882,0,NA,NA,NA,NA,NA,28553,NA,0,375400,2063,NA,NA,NA,NA,375400,2063,507279,3855
"185",2020-10-28,"IL","A",9889,9619,51,270,NA,NA,2861,0,NA,600,7069947,64642,NA,NA,NA,NA,243,393808,389095,6110,0,NA,NA,NA,NA,NA,NA,NA,0,7463755,70752,NA,NA,NA,NA,NA,0,7459042,70752
"186",2020-10-28,"IN","A+",4227,3991,33,236,16273,16273,1679,209,3155,470,1487978,8000,NA,NA,NA,NA,166,169112,NA,2548,0,NA,NA,NA,NA,163098,118268,NA,0,2783748,29437,NA,NA,NA,NA,1657090,10548,2783748,29437
"187",2020-10-28,"KS","A+",1007,NA,31,NA,3752,3752,432,106,1043,120,550988,3733,NA,NA,NA,318,40,82045,NA,3369,0,NA,NA,NA,NA,NA,2604,NA,0,633033,7102,NA,NA,NA,NA,633033,7102,NA,0
"188",2020-10-28,"KY","B",1442,1421,14,21,7008,7008,927,61,1702,235,1745792,8741,NA,NA,NA,NA,NA,101494,85577,1857,0,NA,NA,NA,NA,NA,18165,NA,0,1831369,10141,85839,59010,NA,NA,NA,0,1831369,10141
"189",2020-10-28,"LA","A",5890,5676,18,214,NA,NA,613,0,NA,NA,2552579,14026,NA,NA,NA,NA,80,185822,181443,1098,0,NA,NA,NA,NA,NA,168634,NA,0,2738401,15124,NA,NA,NA,NA,2734022,14478,NA,0
"190",2020-10-28,"MA","A+",9924,9700,36,224,13213,13213,582,53,NA,106,2534122,17508,NA,NA,NA,NA,49,154218,150498,1181,0,NA,NA,NA,NA,195310,122856,NA,0,5865571,84340,NA,NA,126476,180772,2684620,18645,5865571,84340
"191",2020-10-28,"MD","A",4115,3969,7,146,16910,16910,501,51,NA,114,1763527,7174,NA,134409,NA,NA,NA,142425,142425,684,0,NA,NA,13664,NA,171618,8117,NA,0,3333562,22419,NA,NA,148073,NA,1905952,7858,3333562,22419
"192",2020-10-28,"ME","A+",146,145,0,1,484,484,16,5,NA,7,596916,7441,10146,NA,595202,NA,0,6387,5670,76,0,349,NA,NA,NA,7039,5441,NA,0,603303,7517,10507,NA,NA,NA,NA,0,602586,7518
"193",2020-10-28,"MI","A+",7606,7257,21,349,NA,NA,1332,0,NA,320,4562068,50942,NA,NA,4562068,NA,153,185934,167545,3590,0,NA,NA,NA,NA,225150,114939,NA,0,4748002,54532,323494,NA,NA,NA,NA,0,4732725,0
"194",2020-10-28,"MN","A",2387,2373,19,14,9855,9855,680,126,2609,166,1662060,7518,NA,NA,NA,NA,NA,139444,138944,1908,0,NA,NA,NA,NA,NA,123529,2713077,14964,2713077,14964,NA,26920,NA,NA,1801004,9316,NA,0
"195",2020-10-28,"MO","A+",2870,NA,32,NA,NA,NA,1446,0,NA,451,1306604,4916,81304,71709,2250415,NA,173,174632,174632,1915,0,5375,6434,3618,NA,199417,NA,NA,0,2454427,15848,86882,35726,82980,25800,1481236,6831,2454427,15848
"196",2020-10-28,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15993,0,NA,NA,NA,NA,NA,92,92,0,0,NA,NA,NA,NA,NA,29,NA,0,16085,0,NA,NA,NA,NA,16085,0,22633,0
